192,192,460,1,0,0:0:0:0:
448,192,880,1,0,0:0:0:0:
64,192,1440,1,0,0:0:0:0:
448,192,1440,1,0,0:0:0:0:
64,192,4530,1,0,0:0:0:0:
448,192,4530,1,0,0:0:0:0:
320,192,4950,1,0,0:0:0:0:
320,192,5370,1,0,0:0:0:0:
320,192,5930,1,0,0:0:0:0:
192,192,6350,1,0,0:0:0:0:
64,192,6770,1,0,0:0:0:0:
448,192,6770,1,0,0:0:0:0:
320,192,7190,1,0,0:0:0:0:
192,192,7470,1,0,0:0:0:0:
64,192,7610,1,0,0:0:0:0:
448,192,7610,1,0,0:0:0:0:
192,192,8170,1,0,0:0:0:0:
64,192,9010,1,0,0:0:0:0:
448,192,9010,1,0,0:0:0:0:
320,192,9430,1,0,0:0:0:0:
64,192,9850,1,0,0:0:0:0:
448,192,9850,1,0,0:0:0:0:
64,192,11260,1,0,0:0:0:0:
448,192,11260,1,0,0:0:0:0:
192,192,11820,1,0,0:0:0:0:
64,192,12100,1,0,0:0:0:0:
448,192,12100,1,0,0:0:0:0:
192,192,12380,1,0,0:0:0:0:
64,192,12660,1,0,0:0:0:0:
448,192,12660,1,0,0:0:0:0:
192,192,13080,1,0,0:0:0:0:
192,192,13220,1,0,0:0:0:0:
64,192,13500,1,0,0:0:0:0:
448,192,13500,1,0,0:0:0:0:
320,192,13920,1,0,0:0:0:0:
64,192,14340,1,0,0:0:0:0:
448,192,14340,1,0,0:0:0:0:
192,192,14900,1,0,0:0:0:0:
192,192,15320,1,0,0:0:0:0:
64,192,15740,1,0,0:0:0:0:
448,192,15740,1,0,0:0:0:0:
320,192,16160,1,0,0:0:0:0:
64,192,16580,1,0,0:0:0:0:
448,192,16580,1,0,0:0:0:0:
64,192,17140,1,0,0:0:0:0:
448,192,17140,1,0,0:0:0:0:
192,192,19110,1,0,0:0:0:0:
64,192,19670,1,0,0:0:0:0:
448,192,19670,1,0,0:0:0:0:
320,192,19950,1,0,0:0:0:0:
64,192,20230,1,0,0:0:0:0:
448,192,20230,1,0,0:0:0:0:
64,192,20790,1,0,0:0:0:0:
448,192,20790,1,0,0:0:0:0:
192,192,21070,1,0,0:0:0:0:
192,192,21350,1,0,0:0:0:0:
192,192,21490,1,0,0:0:0:0:
64,192,21910,1,0,0:0:0:0:
448,192,21910,1,0,0:0:0:0:
320,192,22190,1,0,0:0:0:0:
64,192,22470,1,0,0:0:0:0:
448,192,22470,1,0,0:0:0:0:
192,192,22890,1,0,0:0:0:0:
64,192,23030,1,0,0:0:0:0:
448,192,23030,1,0,0:0:0:0:
192,192,23310,1,0,0:0:0:0:
192,192,23590,1,0,0:0:0:0:
192,192,23870,1,0,0:0:0:0:
64,192,24150,1,0,0:0:0:0:
448,192,24150,1,0,0:0:0:0:
192,192,24430,1,0,0:0:0:0:
64,192,24710,1,0,0:0:0:0:
448,192,24710,1,0,0:0:0:0:
64,192,26400,1,0,0:0:0:0:
448,192,26400,1,0,0:0:0:0:
192,192,26680,1,0,0:0:0:0:
64,192,26960,1,0,0:0:0:0:
448,192,26960,1,0,0:0:0:0:
64,192,27520,1,0,0:0:0:0:
448,192,27520,1,0,0:0:0:0:
192,192,27800,1,0,0:0:0:0:
320,192,28080,1,0,0:0:0:0:
192,192,28360,1,0,0:0:0:0:
320,192,28640,1,0,0:0:0:0:
320,192,28920,1,0,0:0:0:0:
320,192,29200,1,0,0:0:0:0:
192,192,29480,1,0,0:0:0:0:
64,192,29760,1,0,0:0:0:0:
448,192,29760,1,0,0:0:0:0:
192,192,30040,1,0,0:0:0:0:
320,192,30320,1,0,0:0:0:0:
192,192,30600,1,0,0:0:0:0:
64,192,30880,1,0,0:0:0:0:
448,192,30880,1,0,0:0:0:0:
192,192,31160,1,0,0:0:0:0:
64,192,31440,1,0,0:0:0:0:
448,192,31440,1,0,0:0:0:0:
192,192,31720,1,0,0:0:0:0:
192,192,31860,1,0,0:0:0:0:
64,192,32000,1,0,0:0:0:0:
448,192,32000,1,0,0:0:0:0:
192,192,32280,1,0,0:0:0:0:
192,192,32560,1,0,0:0:0:0:
192,192,33410,1,0,0:0:0:0:
64,192,34250,1,0,0:0:0:0:
448,192,34250,1,0,0:0:0:0:
320,192,34530,1,0,0:0:0:0:
320,192,34810,1,0,0:0:0:0:
192,192,35090,1,0,0:0:0:0:
64,192,35370,1,0,0:0:0:0:
448,192,35370,1,0,0:0:0:0:
192,192,35650,1,0,0:0:0:0:
64,192,35930,1,0,0:0:0:0:
448,192,35930,1,0,0:0:0:0:
64,192,36490,1,0,0:0:0:0:
448,192,36490,1,0,0:0:0:0:
192,192,36770,1,0,0:0:0:0:
64,192,37050,1,0,0:0:0:0:
448,192,37050,1,0,0:0:0:0:
192,192,37330,1,0,0:0:0:0:
64,192,37610,1,0,0:0:0:0:
448,192,37610,1,0,0:0:0:0:
320,192,37890,1,0,0:0:0:0:
64,192,38170,1,0,0:0:0:0:
448,192,38170,1,0,0:0:0:0:
192,192,38590,1,0,0:0:0:0:
320,192,38730,1,0,0:0:0:0:
192,192,39010,1,0,0:0:0:0:
64,192,39290,1,0,0:0:0:0:
448,192,39290,1,0,0:0:0:0:
192,192,39430,1,0,0:0:0:0:
64,192,39850,1,0,0:0:0:0:
448,192,39850,1,0,0:0:0:0:
192,192,41540,1,0,0:0:0:0:
192,192,41820,1,0,0:0:0:0:
64,192,42100,1,0,0:0:0:0:
448,192,42100,1,0,0:0:0:0:
192,192,42380,1,0,0:0:0:0:
64,192,42660,1,0,0:0:0:0:
448,192,42660,1,0,0:0:0:0:
320,192,43220,1,0,0:0:0:0:
192,192,43500,1,0,0:0:0:0:
320,192,43780,1,0,0:0:0:0:
192,192,44060,1,0,0:0:0:0:
